0.0108 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.0333 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.0594 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.0767 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.0987 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.1208 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.1444 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.1690 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.1922 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.2152 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.2394 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.2607 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.2829 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.3084 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.3296 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.3519 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.3742 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.3962 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.4178 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
0.4394 0.000 0.000 0.001 0.000 0.000 -0.002 0.000 -0.110 0.208 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
